,Query,Subject,% alignment,length,# of mismatches,# of gaps,qstart,qend,sstart,send,E-value,bitscore,Subject_Loc,Query_Loc
1229,lcl|NZ_CP012004.1_cds_WP_001198542.1_1133,lcl|CP000521.1_cds_ABO12761.2_2584,100.0,1239,0,0,1,1239,1,1239,0.0,2289.0,A1S_2339,ACX60_RS05835
1230,lcl|NZ_CP012004.1_cds_WP_000342684.1_1134,lcl|CP000521.1_cds_ABO12760.2_2583,100.0,2271,0,0,1,2271,1,2271,0.0,4194.0,A1S_2338,ACX60_RS05840
1231,lcl|NZ_CP012004.1_cds_WP_000016038.1_1135,lcl|CP000521.1_cds_ABO12759.2_2582,100.0,2850,0,0,1,2850,1,2850,0.0,5264.0,A1S_2337,ACX60_RS05845
1232,lcl|NZ_CP012004.1_cds_WP_001078589.1_1136,lcl|CP000521.1_cds_ABO12758.2_2581,100.0,723,0,0,1,723,1,723,0.0,1336.0,A1S_2336,ACX60_RS05850
1233,lcl|NZ_CP012004.1_cds_WP_000167018.1_1137,lcl|CP000521.1_cds_ABO12757.2_2580,100.0,837,0,0,1,837,1,837,0.0,1546.0,A1S_2335,ACX60_RS05855
1234,lcl|NZ_CP012004.1_cds_WP_000994845.1_1138,lcl|CP000521.1_cds_ABO12756.2_2579,100.0,1383,0,0,1,1383,1,1383,0.0,2555.0,A1S_2334,ACX60_RS05860
1235,lcl|NZ_CP012004.1_cds_WP_001196988.1_1139,lcl|CP000521.1_cds_ABO12755.2_2578,100.0,537,0,0,1,537,1,537,0.0,992.0,A1S_2333,ACX60_RS05865
1236,lcl|NZ_CP012004.1_cds_WP_000043121.1_1140,lcl|CP000521.1_cds_ABO12754.2_2577,100.0,384,0,0,1,384,1,384,0.0,710.0,A1S_2332,ACX60_RS05870
1237,lcl|NZ_CP012004.1_cds_WP_049594817.1_1141,lcl|CP000521.1_cds_ABO12753.1_2576,100.0,1443,0,0,1024,2466,1,1443,0.0,2665.0,A1S_2331,ACX60_RS05875
1238,lcl|NZ_CP012004.1_cds_WP_049594817.1_1141,lcl|CP000521.1_cds_ABO12752.1_2575,99.793,484,0,1,253,736,1,483,0.0,887.0,A1S_2330,ACX60_RS05875
1239,lcl|NZ_CP012004.1_cds_WP_001289259.1_1142,lcl|CP000521.1_cds_ABO12751.2_2574,100.0,1014,0,0,1,1014,1,1014,0.0,1873.0,A1S_2329,ACX60_RS05880
1240,lcl|NZ_CP012004.1_cds_WP_001137505.1_1143,lcl|CP000521.1_cds_ABO12750.2_2573,100.0,1413,0,0,1,1413,1,1413,0.0,2610.0,A1S_2328,ACX60_RS05885
1241,lcl|NZ_CP012004.1_cds_WP_000169415.1_1144,lcl|CP000521.1_cds_ABO12749.2_2572,100.0,1173,0,0,43,1215,1,1173,0.0,2167.0,A1S_2327,ACX60_RS05895
1242,lcl|NZ_CP012004.1_cds_WP_000097620.1_1145,lcl|CP000521.1_cds_ABO12748.2_2571,100.0,1347,0,0,1,1347,1,1347,0.0,2488.0,A1S_2326,ACX60_RS05900
1243,lcl|NZ_CP012004.1_cds_WP_000976525.1_1146,lcl|CP000521.1_cds_ABO12747.2_2570,100.0,1119,0,0,1,1119,1,1119,0.0,2067.0,A1S_2325,ACX60_RS05905
1244,lcl|NZ_CP012004.1_cds_WP_001089491.1_1147,lcl|CP000521.1_cds_ABO12746.2_2569,100.0,828,0,0,1,828,1,828,0.0,1530.0,A1S_2324,ACX60_RS05910
1245,lcl|NZ_CP012004.1_cds_WP_001982118.1_1148,lcl|CP000521.1_cds_ABO12745.1_2568,100.0,327,0,0,427,753,1,327,1.8400000000000003e-173,604.0,A1S_2323,ACX60_RS05915
1246,lcl|NZ_CP012004.1_cds_WP_000125378.1_1149,lcl|CP000521.1_cds_ABO12744.1_2567,100.0,876,0,0,1,876,1,876,0.0,1618.0,A1S_2322,ACX60_RS05920
1247,lcl|NZ_CP012004.1_cds_WP_000182520.1_1150,lcl|CP000521.1_cds_ABO12743.2_2566,100.0,486,0,0,1,486,1,486,0.0,898.0,A1S_2321,ACX60_RS05925
1248,lcl|NZ_CP012004.1_cds_WP_000554500.1_1151,lcl|CP000521.1_cds_ABO12742.2_2565,100.0,825,0,0,1,825,1,825,0.0,1524.0,A1S_2320,ACX60_RS05930
1249,lcl|NZ_CP012004.1_cds_WP_002156296.1_1152,lcl|CP000521.1_cds_ABO12741.2_2564,100.0,636,0,0,82,717,1,636,0.0,1175.0,A1S_2319,ACX60_RS05935
1250,lcl|NZ_CP012004.1_cds_WP_000836402.1_1154,lcl|CP000521.1_cds_ABO12740.2_2563,100.0,453,0,0,1,453,1,453,0.0,837.0,A1S_2318,ACX60_RS05945
1251,lcl|NZ_CP012004.1_cds_WP_001177236.1_1155,lcl|CP000521.1_cds_ABO12739.2_2562,100.0,618,0,0,1,618,1,618,0.0,1142.0,A1S_2317,ACX60_RS05950
1252,lcl|NZ_CP012004.1_cds_WP_000951085.1_1156,lcl|CP000521.1_cds_ABO12738.2_2561,100.0,1002,0,0,1,1002,1,1002,0.0,1851.0,A1S_2316,ACX60_RS05955
1253,lcl|NZ_CP012004.1_cds_WP_000075224.1_1157,lcl|CP000521.1_cds_ABO12737.2_2560,100.0,1143,0,0,1,1143,1,1143,0.0,2111.0,A1S_2315,ACX60_RS05960
1254,lcl|NZ_CP012004.1_cds_WP_001115740.1_1158,lcl|CP000521.1_cds_ABO12736.1_2559,100.0,651,0,0,1,651,1,651,0.0,1203.0,A1S_2314,ACX60_RS05965
1255,lcl|NZ_CP012004.1_cds_WP_000110164.1_1159,lcl|CP000521.1_cds_ABO12735.2_2558,100.0,813,0,0,1,813,1,813,0.0,1502.0,A1S_2313,ACX60_RS05970
1256,lcl|NZ_CP012004.1_cds_WP_001010536.1_1160,lcl|CP000521.1_cds_ABO12734.2_2557,100.0,774,0,0,1,774,1,774,0.0,1430.0,A1S_2312,ACX60_RS05975
1257,lcl|NZ_CP012004.1_cds_WP_000128669.1_1161,lcl|CP000521.1_cds_ABO12733.2_2556,100.0,936,0,0,1,936,1,936,0.0,1729.0,A1S_2311,ACX60_RS05980
1258,lcl|NZ_CP012004.1_cds_WP_162489787.1_1162,lcl|CP000521.1_cds_ABS90224.2_2555,100.0,633,0,0,4,636,1,633,0.0,1170.0,A1S_3799,ACX60_RS05990
1259,lcl|NZ_CP012004.1_cds_WP_001147935.1_1163,lcl|CP000521.1_cds_ABO12732.2_2554,100.0,687,0,0,1,687,1,687,0.0,1269.0,A1S_2309,ACX60_RS05995
1260,lcl|NZ_CP012004.1_cds_WP_000782590.1_1164,lcl|CP000521.1_cds_ABO12731.2_2553,100.0,1230,0,0,1,1230,1,1230,0.0,2272.0,A1S_2308,ACX60_RS06000
1261,lcl|NZ_CP012004.1_cds_WP_000457893.1_1166,lcl|CP000521.1_cds_ABO12730.2_2552,100.0,1254,0,0,1,1254,1,1254,0.0,2316.0,A1S_2307,ACX60_RS06005
1262,lcl|NZ_CP012004.1_cds_WP_000633135.1_1167,lcl|CP000521.1_cds_ABO12729.2_2551,100.0,1449,0,0,1,1449,1,1449,0.0,2676.0,A1S_2306,ACX60_RS06010
1263,lcl|NZ_CP012004.1_cds_WP_001027060.1_1168,lcl|CP000521.1_cds_ABO12728.2_2550,100.0,3180,0,0,1,3180,1,3180,0.0,5873.0,A1S_2305,ACX60_RS06015
1264,lcl|NZ_CP012004.1_cds_WP_000010635.1_1169,lcl|CP000521.1_cds_ABO12727.2_2549,100.0,1218,0,0,1,1218,1,1218,0.0,2250.0,A1S_2304,ACX60_RS06020
1265,lcl|NZ_CP012004.1_cds_WP_002000718.1_1170,lcl|CP000521.1_cds_ABO12726.2_2548,100.0,1014,0,0,19,1032,1,1014,0.0,1873.0,A1S_2303,ACX60_RS06025
1266,lcl|NZ_CP012004.1_cds_WP_000135840.1_1171,lcl|CP000521.1_cds_ABO12725.2_2547,100.0,774,0,0,13,786,1,774,0.0,1430.0,A1S_2302,ACX60_RS06030
1267,lcl|NZ_CP012004.1_cds_WP_000010369.1_1172,lcl|CP000521.1_cds_ABO12724.2_2546,100.0,690,0,0,1,690,1,690,0.0,1275.0,A1S_2301,ACX60_RS06035
1268,lcl|NZ_CP012004.1_cds_WP_000569990.1_1173,lcl|CP000521.1_cds_ABO12723.2_2545,100.0,714,0,0,1,714,1,714,0.0,1319.0,A1S_2300,ACX60_RS06040
1269,lcl|NZ_CP012004.1_cds_WP_000438618.1_1174,lcl|CP000521.1_cds_ABO12722.2_2544,100.0,777,0,0,1,777,1,777,0.0,1435.0,A1S_2299,ACX60_RS06045
1270,lcl|NZ_CP012004.1_cds_WP_000121130.1_1175,lcl|CP000521.1_cds_ABO12721.2_2543,100.0,330,0,0,1,330,1,330,1.67e-175,610.0,A1S_2298,ACX60_RS06050
1271,lcl|NZ_CP012004.1_cds_WP_001196306.1_1176,lcl|CP000521.1_cds_ABO12720.2_2542,100.0,264,0,0,1,264,1,264,6.43e-139,488.0,A1S_2297,ACX60_RS06055
1272,lcl|NZ_CP012004.1_cds_WP_000845865.1_1177,lcl|CP000521.1_cds_ABO12719.1_2541,100.0,1329,0,0,43,1371,1,1329,0.0,2455.0,A1S_2296,ACX60_RS06060
1273,lcl|NZ_CP012004.1_cds_WP_104159449.1_1178,lcl|CP000521.1_cds_ABO12718.2_2540,100.0,1461,0,0,7,1467,1,1461,0.0,2699.0,A1S_2295,ACX60_RS06065
1274,lcl|NZ_CP012004.1_cds_WP_000117587.1_1179,lcl|CP000521.1_cds_ABO12717.2_2539,100.0,870,0,0,1,870,1,870,0.0,1607.0,A1S_2294,ACX60_RS06070
1275,lcl|NZ_CP012004.1_cds_WP_000718711.1_1180,lcl|CP000521.1_cds_ABO12716.2_2538,100.0,780,0,0,1,780,1,780,0.0,1441.0,A1S_2293,ACX60_RS06075
1276,lcl|NZ_CP012004.1_cds_WP_005109720.1_1181,lcl|CP000521.1_cds_ABO12715.2_2537,100.0,696,0,0,34,729,1,696,0.0,1286.0,A1S_2292,ACX60_RS06080
1277,lcl|NZ_CP012004.1_cds_WP_001052949.1_1182,lcl|CP000521.1_cds_ABO12714.1_2536,100.0,1269,0,0,1,1269,1,1269,0.0,2344.0,A1S_2291,ACX60_RS06085
1278,lcl|NZ_CP012004.1_cds_WP_001020917.1_1183,lcl|CP000521.1_cds_ABO12713.2_2535,100.0,1758,0,0,1,1758,1,1758,0.0,3247.0,A1S_2290,ACX60_RS06090
1279,lcl|NZ_CP012004.1_cds_WP_000781557.1_1184,lcl|CP000521.1_cds_ABO12712.2_2534,100.0,360,0,0,1,360,1,360,0.0,665.0,A1S_2289,ACX60_RS06095
1280,lcl|NZ_CP012004.1_cds_WP_001221454.1_1185,lcl|CP000521.1_cds_ABO12711.2_2533,100.0,663,0,0,1,663,1,663,0.0,1225.0,A1S_2288,ACX60_RS06100
1281,lcl|NZ_CP012004.1_cds_WP_001257353.1_1186,lcl|CP000521.1_cds_ABO12710.2_2532,99.853,1360,0,2,1,1359,1,1359,0.0,2499.0,A1S_2287,ACX60_RS06105
1282,lcl|NZ_CP012004.1_cds_WP_001125745.1_1188,lcl|CP000521.1_cds_ABO12709.2_2531,100.0,900,0,0,1,900,1,900,0.0,1663.0,A1S_2286,ACX60_RS06115
1283,lcl|NZ_CP012004.1_cds_WP_000913439.1_1189,lcl|CP000521.1_cds_ABO12708.2_2530,100.0,552,0,0,1,552,1,552,0.0,1020.0,A1S_2285,ACX60_RS06120
1284,lcl|NZ_CP012004.1_cds_WP_000667412.1_1190,lcl|CP000521.1_cds_ABO12707.2_2529,100.0,2397,0,0,1,2397,1,2397,0.0,4427.0,A1S_2284,ACX60_RS06125
1285,lcl|NZ_CP012004.1_cds_WP_001167242.1_1191,lcl|CP000521.1_cds_ABO12706.2_2528,100.0,909,0,0,1,909,1,909,0.0,1679.0,A1S_2283,ACX60_RS06130
1286,lcl|NZ_CP012004.1_cds_WP_001019667.1_1192,lcl|CP000521.1_cds_ABO12705.2_2527,100.0,273,0,0,1,273,1,273,6.620000000000001e-144,505.0,A1S_2282,ACX60_RS06135
1287,lcl|NZ_CP012004.1_cds_WP_001093407.1_1193,lcl|CP000521.1_cds_ABO12704.2_2526,100.0,1014,0,0,1,1014,1,1014,0.0,1873.0,A1S_2281,ACX60_RS06140
1288,lcl|NZ_CP012004.1_cds_WP_001085436.1_1194,lcl|CP000521.1_cds_ABO12703.2_2525,100.0,1359,0,0,1,1359,1,1359,0.0,2510.0,A1S_2280,ACX60_RS06145
1289,lcl|NZ_CP012004.1_cds_WP_000881864.1_1195,lcl|CP000521.1_cds_ABO12702.2_2524,100.0,1146,0,0,1,1146,1,1146,0.0,2117.0,A1S_2279,ACX60_RS06150
1290,lcl|NZ_CP012004.1_cds_WP_005134963.1_1196,lcl|CP000521.1_cds_ABO12701.2_2523,100.0,879,0,0,67,945,1,879,0.0,1624.0,A1S_2278,ACX60_RS06155
1291,lcl|NZ_CP012004.1_cds_WP_000606364.1_1197,lcl|CP000521.1_cds_ABO12700.2_2522,100.0,1110,0,0,1,1110,1,1110,0.0,2050.0,A1S_2277,ACX60_RS06160
1292,lcl|NZ_CP012004.1_cds_WP_000082052.1_1198,lcl|CP000521.1_cds_ABO12699.2_2521,100.0,2247,0,0,1,2247,25,2271,0.0,4150.0,A1S_2276,ACX60_RS06165
1293,lcl|NZ_CP012004.1_cds_WP_000735999.1_1199,lcl|CP000521.1_cds_ABO12698.1_2520,100.0,384,0,0,1,384,1,384,0.0,710.0,A1S_2275,ACX60_RS06170
1294,lcl|NZ_CP012004.1_cds_WP_000195395.1_1200,lcl|CP000521.1_cds_ABO12697.2_2519,100.0,1461,0,0,1,1461,1,1461,0.0,2699.0,A1S_2274,ACX60_RS06175
1295,lcl|NZ_CP012004.1_cds_WP_049594818.1_1201,lcl|CP000521.1_cds_ABO12696.2_2518,99.901,1012,0,1,1,1012,1,1011,0.0,1862.0,A1S_2273,ACX60_RS06180
1296,lcl|NZ_CP012004.1_cds_WP_000761355.1_1202,lcl|CP000521.1_cds_ABO12695.2_2517,100.0,459,0,0,1,459,1,459,0.0,848.0,A1S_2272,ACX60_RS06185
1297,lcl|NZ_CP012004.1_cds_WP_000110894.1_1204,lcl|CP000521.1_cds_ABO12694.2_2516,100.0,1269,0,0,1,1269,1,1269,0.0,2344.0,A1S_2271,ACX60_RS06195
1298,lcl|NZ_CP012004.1_cds_WP_000902244.1_1205,lcl|CP000521.1_cds_ABO12693.2_2515,100.0,975,0,0,1,975,1,975,0.0,1801.0,A1S_2270,ACX60_RS06200
1299,lcl|NZ_CP012004.1_cds_WP_000650525.1_1206,lcl|CP000521.1_cds_ABO12692.2_2514,100.0,1602,0,0,1,1602,1,1602,0.0,2959.0,A1S_2269,ACX60_RS06205
1300,lcl|NZ_CP012004.1_cds_WP_000003115.1_1207,lcl|CP000521.1_cds_ABO12691.2_2513,100.0,633,0,0,1,633,1,633,0.0,1170.0,A1S_2268,ACX60_RS06210
1301,lcl|NZ_CP012004.1_cds_WP_000880407.1_1208,lcl|CP000521.1_cds_ABO12690.2_2512,100.0,774,0,0,1,774,1,774,0.0,1430.0,A1S_2267,ACX60_RS06215
1302,lcl|NZ_CP012004.1_cds_WP_000928988.1_1209,lcl|CP000521.1_cds_ABO12689.2_2511,100.0,624,0,0,1,624,1,624,0.0,1153.0,A1S_2266,ACX60_RS06220
1303,lcl|NZ_CP012004.1_cds_WP_001154366.1_1210,lcl|CP000521.1_cds_ABO12688.2_2510,100.0,786,0,0,1,786,1,786,0.0,1452.0,A1S_2265,ACX60_RS06225
1304,lcl|NZ_CP012004.1_cds_WP_001167820.1_1211,lcl|CP000521.1_cds_ABO12687.1_2509,100.0,198,0,0,1,198,1,198,2.3e-102,366.0,A1S_2264,ACX60_RS06230
1305,lcl|NZ_CP012004.1_cds_WP_000264715.1_1212,lcl|CP000521.1_cds_ABO12686.2_2508,100.0,366,0,0,1,366,1,366,0.0,676.0,A1S_2263,ACX60_RS06235
1306,lcl|NZ_CP012004.1_cds_WP_001285359.1_1213,lcl|CP000521.1_cds_ABO12685.2_2507,100.0,867,0,0,1,867,1,867,0.0,1602.0,A1S_2262,ACX60_RS06240
1307,lcl|NZ_CP012004.1_cds_WP_000126912.1_1216,lcl|CP000521.1_cds_ABO12684.1_2506,100.0,213,0,0,1,213,1,213,1.15e-110,394.0,A1S_2261,ACX60_RS06250
1308,lcl|NZ_CP012004.1_cds_WP_002000703.1_1217,lcl|CP000521.1_cds_ABO12683.2_2505,100.0,1152,0,0,19,1170,1,1152,0.0,2128.0,A1S_2260,ACX60_RS06255
1309,lcl|NZ_CP012004.1_cds_WP_000720482.1_1218,lcl|CP000521.1_cds_ABO12682.2_2504,100.0,381,0,0,1,381,1,381,0.0,704.0,A1S_2259,ACX60_RS06260
1310,lcl|NZ_CP012004.1_cds_WP_000132181.1_1219,lcl|CP000521.1_cds_ABO12681.2_2503,100.0,576,0,0,1,576,1,576,0.0,1064.0,A1S_2258,ACX60_RS06265
1311,lcl|NZ_CP012004.1_cds_WP_000807316.1_1220,lcl|CP000521.1_cds_ABO12680.2_2502,100.0,1074,0,0,1,1074,1,1074,0.0,1984.0,A1S_2257,ACX60_RS06270
1312,lcl|NZ_CP012004.1_cds_WP_001177595.1_1221,lcl|CP000521.1_cds_ABO12679.2_2501,100.0,456,0,0,1,456,1,456,0.0,843.0,A1S_2256,ACX60_RS06275
1313,lcl|NZ_CP012004.1_cds_WP_005134980.1_1222,lcl|CP000521.1_cds_ABO12678.2_2500,100.0,1125,0,0,16,1140,1,1125,0.0,2078.0,A1S_2255,ACX60_RS06280
1314,lcl|NZ_CP012004.1_cds_WP_000782994.1_1223,lcl|CP000521.1_cds_ABO12677.2_2499,100.0,480,0,0,1,480,1,480,0.0,887.0,A1S_2254,ACX60_RS06285
1315,lcl|NZ_CP012004.1_cds_WP_000966986.1_1224,lcl|CP000521.1_cds_ABO12676.2_2498,100.0,1005,0,0,1,1005,1,1005,0.0,1857.0,A1S_2253,ACX60_RS06290
1316,lcl|NZ_CP012004.1_cds_WP_001091966.1_1225,lcl|CP000521.1_cds_ABO12675.2_2497,100.0,588,0,0,1,588,1,588,0.0,1086.0,A1S_2252,ACX60_RS06295
1317,lcl|NZ_CP012004.1_cds_WP_000334670.1_1226,lcl|CP000521.1_cds_ABO12674.2_2496,100.0,1542,0,0,1,1542,1,1542,0.0,2848.0,A1S_2251,ACX60_RS06300
1318,lcl|NZ_CP012004.1_cds_WP_000665946.1_1227,lcl|CP000521.1_cds_ABO12673.2_2495,100.0,1890,0,0,1,1890,1,1890,0.0,3491.0,A1S_2250,ACX60_RS06305
1319,lcl|NZ_CP012004.1_cds_WP_000580188.1_1228,lcl|CP000521.1_cds_ABO12672.2_2494,100.0,651,0,0,1,651,1,651,0.0,1203.0,A1S_2249,ACX60_RS06310
1320,lcl|NZ_CP012004.1_cds_WP_000758320.1_1229,lcl|CP000521.1_cds_ABO12671.2_2493,100.0,966,0,0,1,966,1,966,0.0,1784.0,A1S_2248,ACX60_RS06315
1321,lcl|NZ_CP012004.1_cds_WP_085941241.1_1230,lcl|CP000521.1_cds_ABO12670.2_2492,100.0,1428,0,0,1,1428,10,1437,0.0,2638.0,A1S_2247,ACX60_RS06320
1322,lcl|NZ_CP012004.1_cds_WP_000209410.1_1231,lcl|CP000521.1_cds_ABO12669.2_2491,100.0,447,0,0,1,447,1,447,0.0,826.0,A1S_2246,ACX60_RS06325
1323,lcl|NZ_CP012004.1_cds_WP_001136722.1_1232,lcl|CP000521.1_cds_ABO12668.2_2490,100.0,216,0,0,1,216,1,216,2.4999999999999998e-112,399.0,A1S_2245,ACX60_RS06330
1324,lcl|NZ_CP012004.1_cds_WP_000636264.1_1233,lcl|CP000521.1_cds_ABO12667.2_2489,100.0,1011,0,0,1,1011,1,1011,0.0,1868.0,A1S_2244,ACX60_RS06335
1325,lcl|NZ_CP012004.1_cds_1234,lcl|CP000521.1_cds_ABO12666.1_2488,100.0,477,0,0,629,1105,1,477,0.0,881.0,A1S_2243,ACX60_RS06340
1326,lcl|NZ_CP012004.1_cds_1234,lcl|CP000521.1_cds_ABS90223.1_2487,100.0,246,0,0,13,258,1,246,2.9e-128,455.0,A1S_3798,ACX60_RS06340
1327,lcl|NZ_CP012004.1_cds_WP_000190819.1_1235,lcl|CP000521.1_cds_ABO12665.2_2486,100.0,882,0,0,1,882,1,882,0.0,1629.0,A1S_2242,ACX60_RS06345
1328,lcl|NZ_CP012004.1_cds_WP_000461855.1_1236,lcl|CP000521.1_cds_ABO12664.2_2485,100.0,1509,0,0,1,1509,1,1509,0.0,2787.0,A1S_2241,ACX60_RS06350
1329,lcl|NZ_CP012004.1_cds_WP_000912065.1_1237,lcl|CP000521.1_cds_ABO12663.2_2484,100.0,804,0,0,1,804,1,804,0.0,1485.0,A1S_2240,ACX60_RS06355
1330,lcl|NZ_CP012004.1_cds_WP_000802856.1_1238,lcl|CP000521.1_cds_ABO12662.2_2483,100.0,918,0,0,1,918,1,918,0.0,1696.0,A1S_2235,ACX60_RS06380
1331,lcl|NZ_CP012004.1_cds_WP_109104933.1_1239,lcl|CP000521.1_cds_ABO12660.1_2481,100.0,834,0,0,550,1383,1,834,0.0,1541.0,A1S_2233,ACX60_RS06385
1332,lcl|NZ_CP012004.1_cds_WP_109104933.1_1239,lcl|CP000521.1_cds_ABO12661.1_2482,99.143,350,0,3,73,421,1,348,7.2899999999999995e-180,627.0,A1S_2234,ACX60_RS06385
1333,lcl|NZ_CP012004.1_cds_WP_000181270.1_1240,lcl|CP000521.1_cds_ABO12659.2_2480,100.0,1569,0,0,1,1569,1,1569,0.0,2898.0,A1S_2232,ACX60_RS06390
1334,lcl|NZ_CP012004.1_cds_WP_001058170.1_1241,lcl|CP000521.1_cds_ABO12658.2_2479,100.0,1398,0,0,1,1398,1,1398,0.0,2582.0,A1S_2231,ACX60_RS06395
1335,lcl|NZ_CP012004.1_cds_WP_001094391.1_1242,lcl|CP000521.1_cds_ABO12657.1_2478,100.0,234,0,0,1,234,1,234,2.6900000000000004e-122,433.0,A1S_2230,ACX60_RS06400
1336,lcl|NZ_CP012004.1_cds_WP_000931127.1_1243,lcl|CP000521.1_cds_ABO12656.2_2477,100.0,975,0,0,1,975,16,990,0.0,1801.0,A1S_2229,ACX60_RS06405
1337,lcl|NZ_CP012004.1_cds_WP_000536986.1_1244,lcl|CP000521.1_cds_ABO12655.2_2476,100.0,795,0,0,1,795,1,795,0.0,1469.0,A1S_2228,ACX60_RS06410
1338,lcl|NZ_CP012004.1_cds_WP_000581924.1_1245,lcl|CP000521.1_cds_ABO12654.1_2475,100.0,600,0,0,1,600,1,600,0.0,1109.0,A1S_2227,ACX60_RS06415
1339,lcl|NZ_CP012004.1_cds_WP_000690470.1_1246,lcl|CP000521.1_cds_ABO12653.2_2474,100.0,645,0,0,1,645,1,645,0.0,1192.0,A1S_2226,ACX60_RS06420
1340,lcl|NZ_CP012004.1_cds_WP_000721827.1_1247,lcl|CP000521.1_cds_ABS90222.2_2473,100.0,138,0,0,226,363,1,138,9.99e-69,255.0,A1S_3797,ACX60_RS06425
1341,lcl|NZ_CP012004.1_cds_WP_001102889.1_1248,lcl|CP000521.1_cds_ABO12652.2_2472,100.0,471,0,0,1,471,1,471,0.0,870.0,A1S_2225,ACX60_RS06430
1342,lcl|NZ_CP012004.1_cds_WP_000429458.1_1250,lcl|CP000521.1_cds_ABO12651.2_2471,100.0,606,0,0,1,606,1,606,0.0,1120.0,A1S_2224,ACX60_RS06440
1343,lcl|NZ_CP012004.1_cds_WP_000097865.1_1251,lcl|CP000521.1_cds_ABO12650.1_2470,100.0,837,0,0,1,837,1,837,0.0,1546.0,A1S_2223,ACX60_RS06445
1344,lcl|NZ_CP012004.1_cds_WP_000054914.1_1252,lcl|CP000521.1_cds_ABO12649.2_2469,100.0,1149,0,0,1,1149,1,1149,0.0,2122.0,A1S_2222,ACX60_RS06450
1345,lcl|NZ_CP012004.1_cds_WP_000397471.1_1253,lcl|CP000521.1_cds_ABO12648.2_2468,100.0,1236,0,0,1,1236,1,1236,0.0,2283.0,A1S_2221,ACX60_RS06455
1346,lcl|NZ_CP012004.1_cds_WP_000423653.1_1254,lcl|CP000521.1_cds_ABO12647.2_2467,100.0,903,0,0,1,903,1,903,0.0,1668.0,A1S_2220,ACX60_RS06460
1347,lcl|NZ_CP012004.1_cds_WP_000572517.1_1255,lcl|CP000521.1_cds_ABO12646.2_2466,100.0,699,0,0,1,699,1,699,0.0,1291.0,A1S_2219,ACX60_RS06465
1348,lcl|NZ_CP012004.1_cds_WP_000590082.1_1257,lcl|CP000521.1_cds_ABS90221.2_2465,100.0,639,0,0,1,639,1,639,0.0,1181.0,A1S_3796,ACX60_RS06475
1349,lcl|NZ_CP012004.1_cds_WP_000790104.1_1258,lcl|CP000521.1_cds_ABO12645.2_2464,100.0,537,0,0,1,537,1,537,0.0,992.0,A1S_2218,ACX60_RS06480
1350,lcl|NZ_CP012004.1_cds_WP_000577016.1_1259,lcl|CP000521.1_cds_ABO12644.2_2463,100.0,549,0,0,1,549,1,549,0.0,1014.0,A1S_2217,ACX60_RS06485
1351,lcl|NZ_CP012004.1_cds_WP_005134997.1_1260,lcl|CP000521.1_cds_ABO12643.2_2462,99.767,429,0,1,1,428,1,429,0.0,785.0,A1S_2216,ACX60_RS06490
1352,lcl|NZ_CP012004.1_cds_WP_005134999.1_1261,lcl|CP000521.1_cds_ABO12642.2_2461,100.0,822,0,0,13,834,1,822,0.0,1519.0,A1S_2215,ACX60_RS06495
1353,lcl|NZ_CP012004.1_cds_WP_000603315.1_1262,lcl|CP000521.1_cds_ABO12641.2_2460,100.0,2499,0,0,1,2499,1,2499,0.0,4615.0,A1S_2214,ACX60_RS06500
1354,lcl|NZ_CP012004.1_cds_WP_005135000.1_1263,lcl|CP000521.1_cds_ABO12640.2_2459,100.0,1020,0,0,1,1020,1,1020,0.0,1884.0,A1S_2213,ACX60_RS06505
1355,lcl|NZ_CP012004.1_cds_WP_000437833.1_1264,lcl|CP000521.1_cds_ABS90220.2_2458,100.0,234,0,0,1,234,1,234,2.6900000000000004e-122,433.0,A1S_3795,ACX60_RS19765
1356,lcl|NZ_CP012004.1_cds_WP_001260521.1_1265,lcl|CP000521.1_cds_ABO12639.2_2457,100.0,1488,0,0,1,1488,1,1488,0.0,2748.0,A1S_2212,ACX60_RS06515
1357,lcl|NZ_CP012004.1_cds_WP_001000112.1_1266,lcl|CP000521.1_cds_ABO12638.2_2456,100.0,621,0,0,1,621,1,621,0.0,1147.0,A1S_2211,ACX60_RS06520
1358,lcl|NZ_CP012004.1_cds_WP_000790133.1_1267,lcl|CP000521.1_cds_ABO12637.2_2455,100.0,759,0,0,1,759,1,759,0.0,1402.0,A1S_2210,ACX60_RS06525
1359,lcl|NZ_CP012004.1_cds_WP_000174421.1_1268,lcl|CP000521.1_cds_ABO12636.2_2454,100.0,510,0,0,1,510,1,510,0.0,942.0,A1S_2209,ACX60_RS06530
1360,lcl|NZ_CP012004.1_cds_WP_000792931.1_1269,lcl|CP000521.1_cds_ABO12635.2_2453,100.0,555,0,0,1,555,1,555,0.0,1026.0,A1S_2208,ACX60_RS06535
1361,lcl|NZ_CP012004.1_cds_WP_000340888.1_1270,lcl|CP000521.1_cds_ABO12634.2_2452,100.0,891,0,0,1,891,1,891,0.0,1646.0,A1S_2207,ACX60_RS06540
1362,lcl|NZ_CP012004.1_cds_WP_000768105.1_1271,lcl|CP000521.1_cds_ABO12633.2_2451,100.0,618,0,0,1,618,1,618,0.0,1142.0,A1S_2206,ACX60_RS06545
