,Number,Locus,PPEE,PPDE,PostFC,RealFC,D1,D2,D3,L1,L2,L3,New Locus,Gene,Product,ProteinID,Start,End,Chrom,Relation
89,667,gene-ACX60_RS03385_ACX60_RS03385,0.0,1.0,5.765404249827198,5.779121206000337,920.727141728617,1186.07713930569,1051.58072483663,256.254012659668,234.306478094048,55.9311849971962,A1S_2823,(),SRPBCC family protein,WP_000190594.1,699984,700433,NZ_CP012004.1,WT only
90,670,gene-ACX60_RS03400_ACX60_RS03400,0.0,1.0,9.989126674254816,9.998815214159782,3970.59016393356,5704.78533669815,4918.55293616826,613.817751254554,767.677506117183,78.0435139495761,A1S_2820,(),YegP family protein,WP_000929502.1,701578,701919,NZ_CP012004.1,WT only
91,682,gene-ACX60_RS03460_ACX60_RS03460,0.0004597301614066,0.999540269838593,4.833326730273557,4.836651502526282,2203.61182691274,3886.58045648191,2682.29286335142,466.024739302001,1203.32271664381,144.380500806716,A1S_2809,(),entericidin A/B family lipoprotein,WP_001984826.1,718877,719020,NZ_CP012004.1,WT only
92,692,gene-ACX60_RS03510_ACX60_RS03510,2.05273439678466e-05,0.999979472656032,-2.04300642733065,-2.04992106155484,104.412356278503,64.7763409413651,68.0733416077821,134.682341537407,181.322601138108,170.395005456574,A1S_2799,(),YdcF family protein,WP_001198160.1,722224,723009,NZ_CP012004.1,WT only
93,693,gene-ACX60_RS03515_ACX60_RS03515,1.64535052249448e-13,0.999999999999835,-4.60494117299478,-4.61028638184365,522.061781392515,233.045916260314,305.822027223021,1542.29159247261,1295.16143670077,2053.84514210634,A1S_2798,(),sulfite reductase flavoprotein subunit alpha,WP_000473043.1,723136,725682,NZ_CP012004.1,WT only
94,714,gene-ACX60_RS03620_ACX60_RS03620,0.0433564267923512,0.956643573207649,-2.00084991380909,-2.00630032917016,101.491730928055,102.004123091575,85.3456820157269,178.781869297443,135.403241109626,265.347947428559,A1S_2778,(),Maf-like protein,WP_000068064.1,748939,749499,NZ_CP012004.1,WT only
95,727,gene-ACX60_RS03690_hchA,2.96429547574917e-14,0.99999999999997,2.575782921500083,2.578035432364051,929.48901777996,918.037107824174,989.603503372833,413.582057641418,495.693604410021,191.206609176461,A1S_2765,hchA,protein deglycase HchA,WP_001095773.1,763994,764869,NZ_CP012004.1,WT only
96,736,gene-ACX60_RS03735_ACX60_RS03735,0.0201479063036057,0.979852093696394,-2.13970569944468,-2.15004500508909,48.190318282386,77.4337868724364,47.7529411278472,108.461000707115,96.5483980086027,167.793554991589,A1S_2755,(),lysophospholipid acyltransferase family protein,WP_000434845.1,771957,772583,NZ_CP012004.1,WT only
97,751,gene-ACX60_RS03810_ACX60_RS03810,2.37302312255938e-06,0.999997626976877,1.924981859156665,1.929001940937795,230.729402685363,244.958806548381,222.508385255288,114.420396350363,133.048402133806,114.463820459378,A1S_3834,(),nuclear transport factor 2 family protein,WP_000371755.1,790502,790936,NZ_CP012004.1,WT only
98,778,gene-ACX60_RS03945_ACX60_RS03945,0.0002409568343836,0.999759043165616,-2.18033337897679,-2.1817113310144,441.014427917593,501.085947741824,405.391989574703,856.961093499076,803.000090754477,1279.91362877305,A1S_3831,(),hypothetical protein,WP_001021242.1,816977,818098,NZ_CP012004.1,WT only
99,795,gene-ACX60_RS04030_ACX60_RS04030,0.0,1.0,4.34722266247309,4.347366368051959,52454.4312940395,49443.7065849797,57397.0031956243,15699.4318825728,16562.759936427,4379.54185780371,A1S_2725,(),Ig-like domain-containing protein,ACX60_RS04030,<839643,848669,NZ_CP012004.1,WT only
100,800,gene-ACX60_RS04055_ACX60_RS04055,0.0098124476403491,0.990187552359651,2.5943732638735546,2.5968095110543077,901.012920613096,661.909966630731,1110.50988622845,429.076486313863,452.129083357359,148.282676504195,A1S_2692,(),universal stress protein,WP_000966781.1,853374,853811,NZ_CP012004.1,WT only
101,822,gene-ACX60_RS04165_ACX60_RS04165,0.0,1.0,2.940779026483757,2.9415561903066076,4041.41532868192,3313.27261136867,4201.24279922655,1383.77166836221,1535.35501223437,1009.36278041452,A1S_2671,(),MFS transporter,WP_001984607.1,872180,873511,NZ_CP012004.1,Shared
102,824,gene-ACX60_RS04175_glpD,0.0007405141274272,0.999259485872573,2.16914942250976,2.1705711875005353,925.838236091901,829.434986306675,1052.59674486063,624.5446634124,467.435536700186,201.612411036405,A1S_2669,glpD,glycerol-3-phosphate dehydrogenase,WP_000868069.1,875549,877066,NZ_CP012004.1,WT only
103,826,gene-ACX60_RS04185_ACX60_RS04185,0.0,1.0,2.841239289668394,2.8459000650581623,617.712261619675,563.628621754177,587.25957387012,246.718979630471,222.53228321495,152.184852201673,A1S_2667,(),NAD(+)/NADH kinase,WP_001247645.1,879332,880270,NZ_CP012004.1,Shared
104,830,gene-ACX60_RS04205_ACX60_RS04205,0.0,1.0,-3.34290144228754,-3.37019114450992,50.3807872952217,29.7822257201679,54.8650812958244,132.298583280108,158.951630867822,163.89137929411,A1S_2663,(),diacylglycerol kinase,WP_000379025.1,883353,883727,NZ_CP012004.1,Shared
105,839,gene-ACX60_RS04250_ACX60_RS04250,4.91424027228016e-05,0.999950857597277,-2.65414991250196,-2.65602984043444,502.347560276993,404.293714151279,477.529411278472,948.735786405096,1079.69367041328,1648.01886956855,A1S_2654,(),transglycosylase SLT domain-containing protein,WP_001984613.1,894157,895269,NZ_CP012004.1,WT only
106,856,gene-ACX60_RS04335_ACX60_RS04335,5.56318083155816e-07,0.999999443681917,2.1099197730532393,2.110570826402202,1872.12084963693,1681.95119754648,2106.20950974526,973.765248106738,1127.96786941758,580.123453691849,A1S_2644,(),nitroreductase family protein,WP_001100693.1,910342,910947,NZ_CP012004.1,WT only
107,860,gene-ACX60_RS04355_ACX60_RS04355,0.0003253951823396,0.99967460481766,3.073634226180041,3.0740963086751076,7495.05480558624,5613.20499260864,8593.4973629645,3075.04815191602,3300.30682461114,684.181472291284,A1S_2640,(),FdhF/YdeP family oxidoreductase,WP_000370438.1,914005,916413,NZ_CP012004.1,WT only
108,861,gene-ACX60_RS04360_fdhD,0.0095462125706411,0.990453787429359,1.9027686734440976,1.9073938793912721,195.681898479992,181.671576893024,208.284104919333,126.33918763686,137.758080085445,42.9239326722669,A1S_2639,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD,WP_000187645.1,916492,917283,NZ_CP012004.1,WT only
109,896,gene-ACX60_RS04535_ACX60_RS04535,0.0,1.0,2.201964784713055,2.202306347647913,4061.12954979744,3733.20199402304,4397.33466385793,2015.46760654651,2031.04861664439,1489.33039120441,A1S_2604,(),AI-2E family transporter,WP_001153980.1,956563,957756,NZ_CP012004.1,WT only
110,901,gene-ACX60_RS04560_ACX60_RS04560,0.0,1.0,2.3286697696191876,2.3310237299416254,639.616951748032,655.953521486697,774.207258285522,332.534276893244,310.838744808184,244.536343708672,A1S_2599,(),hypothetical protein,WP_001015075.1,963577,963897,NZ_CP012004.1,WT only
111,906,gene-ACX60_RS04585_pal,2.46771786084343e-05,0.999975322821392,2.8002569332092726,2.801106885036713,3103.16443485061,2388.53450275746,3841.57171073171,1038.12672105382,1248.06465718438,1045.78308692432,A1S_2595,pal,peptidoglycan-associated lipoprotein Pal,WP_000836015.1,966891,967454,NZ_CP012004.1,WT only
112,907,gene-ACX60_RS04590_tolB,4.79848416671258e-05,0.999952015158333,1.9666845635912171,1.9671664856443485,1900.5969468038,2494.26140406406,1812.5797228102,1009.52162196623,1095.0001237561,1050.98598785429,A1S_2594,tolB,Tol-Pal system beta propeller repeat protein TolB,WP_000858381.1,967482,968762,NZ_CP012004.1,WT only
113,917,gene-ACX60_RS04640_ACX60_RS04640,0.0,1.0,2.168701479941361,2.1709182474817843,611.140854581168,614.258405478462,575.06733358216,319.423606478098,322.612939687282,187.304433478983,A1S_2584,(),multidrug effflux MFS transporter,ACX60_RS04640,980864,>981919,NZ_CP012004.1,WT only
114,938,gene-ACX60_RS04755_ACX60_RS04755,0.0,1.0,-2.85469196067134,-2.86307342648285,132.158297107756,118.384347237667,97.5379223036878,330.150518635944,293.177452489538,373.308141725472,A1S_2560,(),HlyD family efflux transporter periplasmic adaptor subunit,WP_000097731.1,1013480,1014745,NZ_CP012004.1,WT only
115,940,gene-ACX60_RS04765_ACX60_RS04765,0.0,1.0,-4.46364926523671,-4.47695523181192,163.555019625068,139.231905241785,106.682102519659,585.212652166963,614.61297268891,633.453188224059,A1S_3816,(),hypothetical protein,WP_001208763.1,1016176,1016514,NZ_CP012004.1,WT only
116,949,gene-ACX60_RS04825_ACX60_RS04825,0.0009529170583802,0.99904708294162,1.9755501669003575,1.9804774923299961,187.650178766261,199.540912325125,229.620525423265,127.531066765509,131.870982645896,52.0290092997174,A1S_2549,(),NIF3 1,WP_000916029.1,1027609,1027926,NZ_CP012004.1,WT only
117,955,gene-ACX60_RS04855_ACX60_RS04855,0.0008385597991744,0.999161440200826,2.243834991527795,2.2442008252003394,4327.63661302578,3032.57513395609,4643.21150966514,1735.37601131384,2075.79055718496,1537.45722480665,A1S_2543,(),hypothetical protein,WP_000771345.1,1031445,1031861,NZ_CP012004.1,WT only
118,959,gene-ACX60_RS04875_carO,2.55789302332499e-05,0.999974421069767,6.664042126337826,6.664413350891508,55829.9440428194,35161.6402408732,68970.4872889713,9023.71688300626,12909.2272654429,2069.45384489626,A1S_2538,carO,ornithine uptake porin CarO type 4,WP_000866520.1,1034492,1035220,NZ_CP012004.1,Shared
119,995,gene-ACX60_RS05055_ACX60_RS05055,0.0002936205389392,0.999706379461061,2.9862486204655863,2.989099063617636,1151.45654441398,817.522096018608,1307.61777088381,469.60037668795,475.677473115555,150.88412696918,A1S_2503,(),lipocalin family protein,WP_000885644.1,1069567,1070154,NZ_CP012004.1,Shared
120,1007,gene-ACX60_RS05115_ACX60_RS05115,0.010304728825543,0.989695271174457,3.0320645277071576,3.0338381713503977,2023.2632115226,1250.10892460405,2194.60325183298,778.297071008201,828.903319488492,195.10878487394,A1S_2491,(),hypothetical protein,WP_005134903.1,1082163,1083383,NZ_CP012004.1,WT only
121,1010,gene-ACX60_RS05130_ACX60_RS05130,2.80584690193209e-06,0.999997194153098,2.767570633876387,2.7690739176470975,1693.23254692202,1586.64807524194,1842.0443035061,833.123510926083,887.774293883981,128.771798016801,A1S_2487,(),hypothetical protein,WP_000750598.1,1085415,1087259,NZ_CP012004.1,WT only
122,1011,gene-ACX60_RS05135_ACX60_RS05135,0.0013969684682002,0.9986030315318,2.0816799584187384,2.0833257538892767,707.52149114594,708.816972139995,737.630537421639,489.862321874993,419.161337695885,124.869622319322,A1S_2485,(),glycosyltransferase family 2 protein,WP_000035257.1,1087260,1088510,NZ_CP012004.1,WT only
123,1013,gene-ACX60_RS05145_ACX60_RS05145,0.0057454930499086,0.994254506950091,2.0908820488904545,2.0939533755206052,422.760519477295,349.941152211972,397.263829382729,278.899716104011,209.580668847943,70.2391625546185,A1S_2483,(),hypothetical protein,WP_001186266.1,1089393,1090133,NZ_CP012004.1,WT only
124,1016,gene-ACX60_RS05160_ACX60_RS05160,1.7040724387129601e-09,0.999999998295928,2.893655140544908,2.896990819413715,771.045092518176,1029.7204542748,786.399498573483,319.423606478098,360.290363300396,213.318938128841,A1S_2480,(),NAD(P)/FAD-dependent oxidoreductase,WP_000193160.1,1092491,1093777,NZ_CP012004.1,WT only
125,1032,gene-ACX60_RS05240_ACX60_RS05240,2.52368237418921e-10,0.999999999747632,2.099425033220027,2.1049722513829967,211.015181569842,239.002361404347,206.25206487134,119.187912864962,123.629046230528,68.9384373221256,A1S_2466,(),DUF962 domain-containing protein,WP_000636741.1,1113864,1114247,NZ_CP012004.1,WT only
126,1043,gene-ACX60_RS05295_ACX60_RS05295,0.0458360596685112,0.954163940331489,-1.8407575575625,-1.84653935892992,101.491730928055,55.0971175823105,72.1374217037691,177.589990168793,134.225821621716,110.561644761899,A1S_2456,(),LysR family transcriptional regulator,WP_001041365.1,1125848,1126744,NZ_CP012004.1,WT only
127,1066,gene-ACX60_RS05410_surE,0.0030150392728848,0.996984960727115,-2.48759734276152,-2.49486919000951,89.0790731886529,139.231905241785,93.4738422077008,247.910858759121,190.741957041386,364.203065098022,A1S_2433,surE,5'/3'-nucleotidase SurE,WP_001023217.1,1153104,1153871,NZ_CP012004.1,WT only
128,1071,gene-ACX60_RS05435_gloA,1.17938232965242e-05,0.999988206176703,1.858086214855279,1.8590826508369631,827.997286851905,711.050639069008,979.443303132865,425.500848927914,442.709727454081,486.471236952358,A1S_2426,gloA,lactoylglutathione lyase,WP_001242511.1,1160882,1161283,NZ_CP012004.1,WT only
129,1086,gene-ACX60_RS05515_ACX60_RS05515,0.0,1.0,5.3029998521029516,5.360451664512855,194.95174214238,206.986468755167,229.620525423265,35.7563738594886,61.2258133713091,20.811603719887,A1S_2406,(),hydrolase,WP_000106451.1,1179956,1180636,NZ_CP012004.1,Shared
130,1098,gene-ACX60_RS05575_ACX60_RS05575,0.00063726662072,0.99936273337928,2.7211762683893905,2.730776461961407,247.522998450437,199.540912325125,323.094367630966,128.722945894159,101.258075960242,52.0290092997174,A1S_2395,(),pirin-like bicupin family protein,WP_000995340.1,1194198,1194884,NZ_CP012004.1,WT only
131,1101,gene-ACX60_RS05590_bauF,2.67162584277614e-08,0.999999973283742,-3.00278614411308,-3.02747920209449,67.9045393979075,23.0812249331301,36.5767208638829,143.025495437954,111.85485135143,131.373248481786,A1S_2392,bauF,acinetobactin utilization protein BauF,WP_000160885.1,1196971,1197831,NZ_CP012004.1,WT only
132,1102,gene-ACX60_RS05595_basA,2.26574314865502e-12,0.999999999997734,-2.75839345680569,-2.77500630306189,81.7775098125338,49.140672438277,35.5607008398862,163.287440624998,153.064533428273,145.681226039209,A1S_2391,basA,acinetobactin non-ribosomal peptide synthetase subunit BasA,WP_000910250.1,1198224,1200071,NZ_CP012004.1,WT only
133,1103,gene-ACX60_RS05600_basB,8.22669514111141e-06,0.999991773304859,-5.27117782546088,-5.3311303751445,48.190318282386,28.2931144341595,35.5607008398862,150.176770209852,150.709694452453,296.565353008389,A1S_2390,basB,acinetobactin non-ribosomal peptide synthetase subunit BasB,WP_000939843.1,1200142,1202169,NZ_CP012004.1,WT only
134,1104,gene-ACX60_RS05605_bauD,0.0022855906123793,0.997714409387621,-3.32800930242686,-3.35749695749287,78.8568844620862,6.70100078703777,38.6087609118764,164.479319753647,160.129050355731,92.3514915069984,A1S_2389,bauD,ferric acinetobactin ABC transporter permease subunit BauD,WP_001210789.1,1202801,1203742,NZ_CP012004.1,WT only
135,1105,gene-ACX60_RS05610_bauC,0.0,1.0,-3.63653048092029,-3.69836824833476,36.5078168805954,19.3584467181091,11.1762202639642,82.2396598768237,81.2419446657755,84.5471401120408,A1S_2388,bauC,ferric acinetobactin ABC transporter permease subunit BauC,WP_001223277.1,1203742,1204689,NZ_CP012004.1,WT only
136,1106,gene-ACX60_RS05615_bauE,1.11022302462516e-16,1.0,-5.92904592208595,-6.1427232644979,15.3332830898501,6.70100078703777,14.2242803359545,63.1695938184298,64.7580718350384,94.9529419719842,A1S_2387,bauE,ferric acinetobactin ABC transporter ATP-binding protein BauE,WP_000582115.1,1204686,1205456,NZ_CP012004.1,WT only
137,1107,gene-ACX60_RS05620_bauB,3.64221928506048e-07,0.999999635778071,-3.41238143960356,-3.43894933844627,53.3014126456694,49.8852280812812,39.6247809358732,133.490462408757,136.580660597536,221.123289523799,A1S_2386,bauB,siderophore-binding periplasmic lipoprotein BauB,WP_001104125.1,1205463,1206431,NZ_CP012004.1,WT only
138,1108,gene-ACX60_RS05625_ACX60_RS05625,2.1094237467878e-15,0.999999999999998,-2.50796902065393,-2.51277277516057,159.174081599396,169.014130961953,165.61126391147,375.44192552463,368.532299715764,496.877038812301,A1S_2385,(),TonB-dependent siderophore receptor,WP_001073041.1,1206517,1208844,NZ_CP012004.1,WT only
139,1109,gene-ACX60_RS05630_basC,0.000237138537565,0.999762861462435,-2.463711478582,-2.48368833830837,34.3173478677597,37.2277821502098,43.6888610318602,92.9665720346702,67.112910810858,126.170347551815,A1S_2384,basC,putative histamine N-monooxygenase,WP_000717760.1,1208914,1210224,NZ_CP012004.1,WT only
140,1110,gene-ACX60_RS05635_basD,9.83692125922087e-06,0.999990163078741,-3.64687965376456,-3.663244224418,102.952043603279,83.39023201647,68.0733416077821,276.515957846712,223.70970270286,431.840777187654,A1S_2382,basD,acinetobactin non-ribosomal peptide synthetase subunit BasD,WP_049594816.1,1210272,1213214,NZ_CP012004.1,WT only
141,1111,gene-ACX60_RS05640_basE,0.0,1.0,-5.81803747890335,-5.85976601125546,104.412356278503,33.5050039351888,43.6888610318602,426.692728056563,295.532291465357,342.090736145642,A1S_2381,basE,"(2,3-dihydroxybenzoyl)adenylate synthase BasE",WP_000744368.1,1213376,1215004,NZ_CP012004.1,WT only
142,1112,gene-ACX60_RS05645_basF,0.0025714540106934,0.997428545989307,-3.93597028527206,-3.98637606604843,37.9681295558193,20.1030023611133,33.5286607918927,98.9259676779184,77.7096862020461,188.605158711476,A1S_2380,basF,acinetobactin biosynthesis bifunctional isochorismatase/aryl carrier protein BasF,WP_001018258.1,1215022,1215891,NZ_CP012004.1,WT only
143,1113,gene-ACX60_RS05650_basG,0.0053426674101296,0.99465733258987,-3.53463199685644,-3.58024210949316,35.0475042053716,20.8475580041175,31.4966207438992,89.3909346487214,63.5806523471286,159.989203596631,A1S_2379,basG,acinetobactin biosynthesis histidine decarboxylase BasG,WP_000603867.1,1216009,1217160,NZ_CP012004.1,WT only
144,1114,gene-ACX60_RS05660_barA,0.0005886770430758,0.999411322956924,-2.65384820560931,-2.66949561169189,53.3014126456694,58.0753401543273,54.8650812958244,126.33918763686,110.67743186352,206.815311966377,A1S_2376,barA,acinetobactin export ABC transporter permease/ATP-binding subunit BarA,WP_005134938.1,1217406,1219016,NZ_CP012004.1,WT only
145,1115,gene-ACX60_RS05665_barB,0.0081049925051112,0.991895007494889,-2.32594933872035,-2.33696561380191,74.4759464364147,52.863450653298,61.9772214638016,110.844758964415,124.806465718438,206.815311966377,A1S_2375,barB,acinetobactin export ABC transporter permease/ATP-binding subunit BarB,WP_001090096.1,1219013,1220608,NZ_CP012004.1,WT only
146,1118,gene-ACX60_RS05680_basJ,8.10017492081094e-07,0.999999189982508,-2.29017732571981,-2.30757985384789,54.0315689832813,29.0376700771637,33.5286607918927,102.501605063867,85.9516226174146,80.644964414562,A1S_2372,basJ,acinetobactin biosynthesis isochorismate synthase BasJ,WP_000983816.1,1222306,1223475,NZ_CP012004.1,WT only
147,1125,gene-ACX60_RS05715_folE,0.0087643489987996,0.9912356510012,-2.03771353971176,-2.04002132234189,241.681747749542,213.687469542204,251.972965951194,379.017562910579,409.741981792607,654.264791943946,A1S_2366,folE,GTP cyclohydrolase I FolE,WP_001187844.1,1230972,1231520,NZ_CP012004.1,WT only
148,1133,gene-ACX60_RS05755_ACX60_RS05755,2.9491625543443e-05,0.999970508374457,4.352023949649986,4.35471228008237,3059.3550545939,1961.90411931606,3520.50938314873,760.418884078457,877.177518492793,323.880582890741,A1S_2356,(),M1 family metallopeptidase,WP_109104826.1,1242326,1245097,NZ_CP012004.1,WT only
149,1157,gene-ACX60_RS05875_ACX60_RS05875,1.29083970005217e-05,0.999987091602999,3.5325471755514304,3.5334822007647237,4965.79325209859,4068.99658901793,6020.93466220473,1829.53446247716,2195.88734495176,235.431267081221,A1S_2330,(),acyl-CoA dehydrogenase,WP_049594817.1,1270109,1272574,NZ_CP012004.1,Shared
150,1165,gene-ACX60_RS05920_tsf,0.0041228080574622,0.995877191942538,-2.49365546264824,-2.49384906986682,4507.25507207831,2862.07189170813,4767.16595259274,8033.26532709843,8407.95256316381,13825.4084961674,A1S_2322,tsf,translation elongation factor Ts,WP_000125378.1,1282122,1282997,NZ_CP012004.1,WT only
151,1192,gene-ACX60_RS06055_ACX60_RS06055,0.0151500166393335,0.984849983360667,4.539621785769448,4.695890832914113,43.8093802567145,84.8793433024784,38.6087609118764,8.34315390054733,12.9516143670077,14.3079775574223,A1S_2297,(),YfhL family 4Fe-4S dicluster ferredoxin,WP_001196306.1,1308785,1309048,NZ_CP012004.1,Shared
152,1193,gene-ACX60_RS06060_yegQ,0.0457125461957248,0.954287453804275,3.506445983663906,3.5095272051096527,1126.63122893518,2172.61336628625,1191.79148814819,361.139375980834,532.193608535225,386.315394050402,A1S_2296,yegQ,tRNA 5-hydroxyuridine modification protein YegQ,WP_000845865.1,1309051,1310421,NZ_CP012004.1,WT only
153,1198,gene-ACX60_RS06085_ACX60_RS06085,0.0134168434475379,0.986583156552462,2.7699393139292607,2.7760251012601125,422.760519477295,295.588590272666,551.698873030234,189.508781455289,186.032279089747,81.9456896470549,A1S_2291,(),DUF4010 domain-containing protein,WP_001052949.1,1314720,1315988,NZ_CP012004.1,WT only
154,1202,gene-ACX60_RS06105_ACX60_RS06105,0.0265855311920065,0.973414468807994,-1.94245468964489,-1.94575977655558,200.792992843275,114.661569022646,133.098623143574,352.796222080287,313.193583784004,206.815311966377,A1S_2287,(),ATP-binding protein,WP_001257353.1,1319241,1320599,NZ_CP012004.1,WT only
155,1203,gene-ACX60_RS06110_ACX60_RS06110,0.0,1.0,-2.91586330604081,-2.92931854578031,71.5553210859671,86.3684545884868,66.0413015597886,187.12502319799,241.370995021507,227.626915686264,,(),hemin uptake protein HemP,WP_000993415.1,1320665,1320835,NZ_CP012004.1,WT only
156,1224,gene-ACX60_RS06215_yaaA,1.50273358201503e-08,0.999999984972664,-1.82291557431345,-1.82493085035097,227.078620997304,218.15480340023,197.107884655369,327.766760378645,394.435528449779,450.050930442555,A1S_2267,yaaA,peroxide stress protein YaaA,WP_000880407.1,1344568,1345341,NZ_CP012004.1,WT only
157,1231,gene-ACX60_RS06250_ACX60_RS06250,0.0194385372936005,0.9805614627064,-2.87409607481991,-2.87539438650758,537.395064482365,1092.26312828716,641.108635141948,1581.62360371804,1802.62923598989,3145.15361216792,A1S_2261,(),cold-shock protein,WP_000126912.1,1349228,1349440,NZ_CP012004.1,WT only
158,1257,gene-ACX60_RS06380_ACX60_RS06380,3.60057341719511e-08,0.999999963994266,-2.09694026616516,-2.10501525423917,85.4282915005933,66.2654522273735,61.9772214638016,172.822473654195,124.806465718438,152.184852201673,A1S_2235,(),LysR family transcriptional regulator,WP_000802856.1,1370812,1371729,NZ_CP012004.1,WT only
159,1258,gene-ACX60_RS06385_ACX60_RS06385,2.40696969022736e-08,0.999999975930303,2.435763953298269,2.4428760045000324,231.459559022975,282.18658869859,262.133166191161,126.33918763686,136.580660597536,54.6304597647033,A1S_2234,(),aspartate aminotransferase family protein,WP_109104933.1,1371827,1373209,NZ_CP012004.1,WT only
160,1259,gene-ACX60_RS06390_ACX60_RS06390,4.08213463032325e-11,0.999999999959179,2.9674338779007954,2.9738812576593667,428.601770178191,553.949398395122,445.016770510576,177.589990168793,204.870990896303,97.5543924369701,A1S_2232,(),CoA-acylating methylmalonate-semialdehyde dehydrogenase,WP_000181270.1,1373320,1374888,NZ_CP012004.1,WT only
161,1261,gene-ACX60_RS06400_ACX60_RS06400,0.0009250892779146,0.999074910722085,32.33841891821376,34.5041674997732,338.062384314314,74.4555643004197,372.879348806807,9.53503302919695,10.5967753911881,2.60145046498587,A1S_2230,(),DUF2171 domain-containing protein,WP_001094391.1,1376537,1376770,NZ_CP012004.1,WT only
162,1263,gene-ACX60_RS06410_ACX60_RS06410,0.0201378830288368,0.979862116971163,3.7887010084197974,3.830259022373186,153.332830898501,75.2001199434239,175.771464151437,46.4832860173351,44.741940540572,14.3079775574223,A1S_2228,(),PIG-L family deacetylase,WP_000536986.1,1378031,1378825,NZ_CP012004.1,WT only
163,1264,gene-ACX60_RS06415_ACX60_RS06415,4.20894474828515e-09,0.999999995791055,2.9377608137268383,2.989594402296185,63.5236013722361,54.3525619393063,57.9131413678147,28.6050990875908,22.370970270286,7.80435139495761,A1S_2227,(),class I SAM-dependent methyltransferase,WP_000581924.1,1378800,1379399,NZ_CP012004.1,WT only
164,1266,gene-ACX60_RS06425_ACX60_RS06425,8.833030085142471e-09,0.99999999116697,6.335239116104087,6.387369040508658,365.808325143566,244.958806548381,417.584229862664,75.088385104926,74.1774277383168,11.7065270924364,A1S_3797,(),NirD/YgiW/YdeI family stress tolerance protein,WP_000721827.1,1380327,1380689,NZ_CP012004.1,Shared
165,1267,gene-ACX60_RS06430_ACX60_RS06430,9.05839787623819e-07,0.999999094160212,3.3482803474752423,3.3618296503920235,268.697532241182,318.669815205796,329.190487774946,108.461000707115,158.951630867822,5.20290092997174,A1S_2225,(),BLUF domain-containing protein,WP_001102889.1,1380853,1381323,NZ_CP012004.1,WT only
166,1268,gene-ACX60_RS06435_ACX60_RS06435,0.0,1.0,63.05044459037935,66.45064414617424,730.156337611909,490.662168739766,686.829536221802,14.3025495437954,11.7741948790979,2.60145046498587,,(),hypothetical protein,WP_005134990.1,1381320,1381646,NZ_CP012004.1,WT only
167,1269,gene-ACX60_RS06440_ACX60_RS06440,0.0193428395832345,0.980657160416766,2.2299275074639056,2.272058589575705,28.4760971668644,37.2277821502098,38.6087609118764,23.8375825729924,12.9516143670077,9.10507662745054,A1S_2224,(),LysE family translocator,WP_000429458.1,1382213,1382818,NZ_CP012004.1,WT only
168,1284,gene-ACX60_RS06520_ACX60_RS06520,0.0174510277524037,0.982548972247596,2.1600574948422233,2.16890261779411,158.443925261784,110.194235164621,178.819524223428,72.7046268476267,90.6613005690538,42.9239326722669,A1S_2211,(),NUDIX hydrolase,WP_001000112.1,1398483,1399103,NZ_CP012004.1,WT only
169,1288,gene-ACX60_RS06540_ACX60_RS06540,0.0003967689712358,0.999603231028764,1.8992192743699472,1.9008050971153905,581.934601076691,518.210727530921,595.387734062095,369.482529881382,363.822621764125,158.688478364138,A1S_2207,(),DMT family transporter,WP_000340888.1,1402138,1403028,NZ_CP012004.1,WT only
170,1294,gene-ACX60_RS06570_ACX60_RS06570,0.0001091012831199,0.99989089871688,5.869276723843476,5.892830551529128,451.23661664416,874.852880529931,590.307633942111,116.804154607663,158.951630867822,49.4275588347315,A1S_2202,(),aspartate/glutamate racemase family protein,WP_000848685.1,1407761,1408489,NZ_CP012004.1,Shared
171,1296,gene-ACX60_RS06580_ACX60_RS06580,3.88022947106492e-13,0.999999999999612,3.577133144948839,3.5807610335338445,1206.94842607249,1247.13070203203,1547.39849654705,458.873464530103,505.1129603133,153.485577434166,A1S_2200,(),sorbosone dehydrogenase family protein,WP_000957796.1,1409766,1411133,NZ_CP012004.1,Shared
172,1297,gene-ACX60_RS06585_ACX60_RS06585,7.67498620213303e-10,0.999999999232501,3.413394815145353,3.430312481565321,212.475494245065,302.289591059704,255.021026023184,88.1990555200718,90.6613005690538,45.5253831372527,A1S_2199,(),GNAT family N-acetyltransferase,WP_001166574.1,1411161,1411613,NZ_CP012004.1,Shared
173,1300,gene-ACX60_RS06600_ACX60_RS06600,0.0,1.0,-2.43591625982188,-2.43825948660503,324.919570237299,314.947036990775,324.110387654963,874.83928042882,739.419438407348,736.210481591001,A1S_2196,(),dicarboxylate/amino acid:cation symporter,WP_000347180.1,1414008,1415306,NZ_CP012004.1,WT only
174,1311,gene-ACX60_RS06655_ACX60_RS06655,0.0,1.0,13.73209413445605,13.749836838812909,3903.41578087326,5765.09434378149,5853.29135824527,417.157695027367,644.048459886655,67.6377120896326,A1S_2183,(),hypothetical protein,WP_000859008.1,1425539,1425769,NZ_CP012004.1,WT only
175,1313,gene-ACX60_RS06670_ACX60_RS06670,4.96380714309907e-13,0.999999999999504,3.1572802375772215,3.159696342191249,1442.05876678352,1318.60804376043,1677.44905961863,574.485740009116,606.371036273542,223.724739988785,A1S_2180,(),circularly permuted type 2 ATP-grasp protein,WP_001295018.1,1429503,1431053,NZ_CP012004.1,WT only
